   FullName,location,price,timestamp
Vann Edvard,Brew've Been Served,4.92,1/15/2014 7:57
Vann Isia,Guy's Gyros,28.75,1/15/2014 20:02
Vasco-Pais Willem,Gelatogalore,9.61,1/15/2014 13:39
Vasco-Pais Willem,Jack's Magical Beans,19.54,1/15/2014 12:00
Alcazar Lucas,Guy's Gyros,10.27,1/16/2014 13:28
Alcazar Lucas,Hallowed Grounds,12.19,1/16/2014 8:05
Alcazar Lucas,Ouzeri Elian,9.91,1/16/2014 20:28
Azada Lars,Bean There Done That,19.82,1/16/2014 12:00
Azada Lars,Hippokampos,31.14,1/16/2014 13:36
Balas Felix,Bean There Done That,12.33,1/16/2014 12:00
Barranco Ingrid,Hippokampos,20.84,1/16/2014 21:13
Barranco Ingrid,Katerina’s Café,27.82,1/16/2014 13:19
Baza Isak,Hippokampos,36.17,1/16/2014 13:26
Baza Isak,Jack's Magical Beans,9.12,1/16/2014 12:00
Baza Isak,Ouzeri Elian,23.89,1/16/2014 20:25
Bergen Linnea,Hippokampos,16.53,1/16/2014 13:30
Bodrogi Loreto,Brew've Been Served,5.82,1/16/2014 8:02
Bodrogi Loreto,Ouzeri Elian,12.47,1/16/2014 13:45
Borrasca Isande,Brewed Awakenings,6.53,1/16/2014 12:00
Borrasca Isande,Hippokampos,10.38,1/16/2014 13:30
Calixto Nils,Guy's Gyros,31.48,1/16/2014 13:23
Calixto Nils,Hallowed Grounds,13.84,1/16/2014 7:44
Calixto Nils,Katerina’s Café,10.93,1/16/2014 19:39
Calzas Axel,Bean There Done That,5.56,1/16/2014 12:00
Calzas Axel,Guy's Gyros,32.8,1/16/2014 14:05
Campo-Corrente Ada,Brewed Awakenings,6.39,1/16/2014 12:00
Campo-Corrente Ada,Hippokampos,17.66,1/16/2014 13:19
Cazar Gustav,Hippokampos,14.89,1/16/2014 13:43
Cazar Gustav,Hippokampos,29.13,1/16/2014 20:13
Cocinaro Hideki,Guy's Gyros,11.31,1/16/2014 20:35
Cocinaro Hideki,Hallowed Grounds,18.2,1/16/2014 7:44
Dedos Lidelse,Frydos Autosupply n' More,53.37,1/16/2014 19:45
Dedos Lidelse,Gelatogalore,32.4,1/16/2014 13:48
Dedos Lidelse,Hallowed Grounds,7.22,1/16/2014 7:54
Ferro Inga,Albert's Fine Clothing,91.71,1/16/2014 20:25
Ferro Inga,Brew've Been Served,16.9,1/16/2014 8:19
Ferro Inga,Guy's Gyros,29.7,1/16/2014 13:42
Flecha Sven,Brew've Been Served,7.31,1/16/2014 7:50
Flecha Sven,Guy's Gyros,25.57,1/16/2014 19:04
Flecha Sven,Kalami Kafenion,8.86,1/16/2014 13:49
Frente Birgitta,Hippokampos,29.93,1/16/2014 13:48
Frente Birgitta,Katerina’s Café,13.91,1/16/2014 20:23
Frente Vira,Bean There Done That,17.4,1/16/2014 12:00
Fusil Stenig,Brew've Been Served,12.83,1/16/2014 7:55
Fusil Stenig,Guy's Gyros,13.48,1/16/2014 13:44
Fusil Stenig,Guy's Gyros,30.76,1/16/2014 20:17
Hawelon Benito,Abila Airport,1676.53,1/16/2014 9:18
Hawelon Benito,Nationwide Refinery,2047.28,1/16/2014 12:32
Herrero Kanon,Brew've Been Served,12.67,1/16/2014 7:52
Herrero Kanon,Shoppers' Delight,16.84,1/16/2014 20:50
Lagos Varja,Brew've Been Served,19.9,1/16/2014 7:36
Lagos Varja,Guy's Gyros,8.31,1/16/2014 19:09
Lagos Varja,Katerina’s Café,34.02,1/16/2014 13:27
Mies Henk,Abila Airport,3917.3,1/16/2014 12:40
Mies Minke,Brew've Been Served,17.44,1/16/2014 8:09
Mies Minke,Gelatogalore,10.62,1/16/2014 17:07
Mies Minke,Roberts and Sons,155.76,1/16/2014 20:25
Morlun Valeria,Carlyle Chemical Inc.,419.93,1/16/2014 9:52
Morlun Valeria,Carlyle Chemical Inc.,1814.24,1/16/2014 17:17
Morlun Valeria,Katerina’s Café,34.9,1/16/2014 13:23
Morlun Valeria,Nationwide Refinery,4742.67,1/16/2014 11:25
Morluniau Cecilia,Nationwide Refinery,1494.44,1/16/2014 10:16
Morluniau Cecilia,Stewart and Sons Fabrication,4543.31,1/16/2014 11:45
Nubarron Adra,Katerina’s Café,19.44,1/16/2014 20:36
Orilla Elsa,Jack's Magical Beans,14.86,1/16/2014 12:00
Orilla Elsa,Ouzeri Elian,29.99,1/16/2014 21:16
Orilla Kare,Hallowed Grounds,17.74,1/16/2014 7:44
Orilla Kare,Kalami Kafenion,11.83,1/16/2014 13:48
Orilla Kare,Katerina’s Café,34.58,1/16/2014 20:51
Osvaldo Hennie,Gelatogalore,22.19,1/16/2014 13:37
Ovan Bertrand,Abila Zacharo,31.31,1/16/2014 13:27
Resumir Felix,Abila Zacharo,8.43,1/16/2014 13:55
Resumir Felix,Guy's Gyros,28.27,1/16/2014 20:09
Scozzese Dylan,Abila Scrapyard,1897.05,1/16/2014 16:56
Scozzese Dylan,Abila Airport,3138.98,1/16/2014 13:22
Strum Orhan,Jack's Magical Beans,12.56,1/16/2014 12:00
Tempestad Brand,Katerina’s Café,11.08,1/16/2014 13:17
Vann Edvard,Brew've Been Served,4.7,1/16/2014 7:53
Vann Edvard,Guy's Gyros,37.8,1/16/2014 19:40
Vann Isia,Brew've Been Served,8.18,1/16/2014 7:34
Vann Isia,Hippokampos,18.18,1/16/2014 13:44
Vann Isia,Roberts and Sons,240.66,1/16/2014 20:52
Vasco-Pais Willem,Gelatogalore,12.33,1/16/2014 13:33
Vasco-Pais Willem,Jack's Magical Beans,6.95,1/16/2014 12:00
Alcazar Lucas,Hallowed Grounds,9.4,1/17/2014 8:04
Alcazar Lucas,Ouzeri Elian,35.81,1/17/2014 20:28
Azada Lars,Bean There Done That,19.67,1/17/2014 12:00
Balas Felix,Bean There Done That,8.21,1/17/2014 12:00
Balas Felix,Gelatogalore,23.23,1/17/2014 13:33
Balas Felix,Hippokampos,12.86,1/17/2014 21:58
Barranco Ingrid,Brewed Awakenings,8.16,1/17/2014 12:00
Barranco Ingrid,Guy's Gyros,8.64,1/17/2014 13:18
Barranco Ingrid,Hippokampos,11.93,1/17/2014 20:54
Baza Isak,Jack's Magical Beans,7.57,1/17/2014 12:00
Baza Isak,Ouzeri Elian,38.6,1/17/2014 19:40
Bergen Linnea,Coffee Cameleon,6.81,1/17/2014 7:51
Bergen Linnea,Kalami Kafenion,140.78,1/17/2014 13:16
Bergen Linnea,Katerina’s Café,19.09,1/17/2014 20:20
Bodrogi Loreto,Brew've Been Served,3.09,1/17/2014 8:15
Bodrogi Loreto,Guy's Gyros,39.14,1/17/2014 13:38
Bodrogi Loreto,Guy's Gyros,8.54,1/17/2014 20:24
Borrasca Isande,Hippokampos,8.92,1/17/2014 20:03
Calixto Nils,Hallowed Grounds,14.58,1/17/2014 7:33
Calzas Axel,Bean There Done That,19.56,1/17/2014 12:00
Campo-Corrente Ada,Brewed Awakenings,6.0,1/17/2014 12:00
Cazar Gustav,Albert's Fine Clothing,39.41,1/17/2014 19:44
Cazar Gustav,Bean There Done That,18.72,1/17/2014 12:00
Cazar Gustav,Katerina’s Café,13.11,1/17/2014 13:48
Cocinaro Hideki,Kalami Kafenion,27.73,1/17/2014 13:58
Dedos Lidelse,Hallowed Grounds,18.6,1/17/2014 7:52
Dedos Lidelse,Kalami Kafenion,20.02,1/17/2014 13:51
Ferro Inga,Brew've Been Served,15.46,1/17/2014 8:22
Ferro Inga,Gelatogalore,34.59,1/17/2014 13:51
Ferro Inga,Guy's Gyros,8.31,1/17/2014 20:21
Flecha Sven,Shoppers' Delight,155.01,1/17/2014 20:05
Frente Birgitta,Hallowed Grounds,15.98,1/17/2014 7:39
Frente Vira,Bean There Done That,5.77,1/17/2014 12:00
Fusil Stenig,Coffee Cameleon,9.16,1/17/2014 7:52
Fusil Stenig,Guy's Gyros,19.68,1/17/2014 19:29
Fusil Stenig,Hippokampos,15.77,1/17/2014 13:31
Lagos Varja,Brew've Been Served,13.66,1/17/2014 8:03
Lagos Varja,Guy's Gyros,22.18,1/17/2014 13:21
Lagos Varja,Guy's Gyros,37.55,1/17/2014 20:16
Mies Minke,Katerina’s Café,35.52,1/17/2014 13:53
Morluniau Cecilia,Stewart and Sons Fabrication,1753.17,1/17/2014 11:32
Nubarron Adra,Abila Zacharo,14.51,1/17/2014 13:41
Nubarron Adra,Katerina’s Café,38.21,1/17/2014 20:58
Onda Marin,Hallowed Grounds,3.25,1/17/2014 7:31
Onda Marin,Katerina’s Café,21.22,1/17/2014 20:07
Orilla Elsa,Jack's Magical Beans,19.11,1/17/2014 12:00
Orilla Kare,Gelatogalore,21.62,1/17/2014 13:57
Orilla Kare,Katerina’s Café,22.18,1/17/2014 19:24
Osvaldo Hennie,Brew've Been Served,16.62,1/17/2014 8:04
Osvaldo Hennie,Katerina’s Café,27.49,1/17/2014 21:06
Ovan Bertrand,Coffee Cameleon,10.27,1/17/2014 7:38
Ovan Bertrand,Katerina’s Café,21.01,1/17/2014 13:42
Resumir Felix,Brew've Been Served,5.29,1/17/2014 8:17
Resumir Felix,Guy's Gyros,16.83,1/17/2014 19:46
Sanjorge Jr. Sten,Abila Zacharo,15.95,1/17/2014 13:28
Sanjorge Jr. Sten,Hallowed Grounds,9.72,1/17/2014 7:56
Strum Orhan,Gelatogalore,15.84,1/17/2014 13:17
Tempestad Brand,Chostus Hotel,114.22,1/17/2014 13:49
Tempestad Brand,Guy's Gyros,29.71,1/17/2014 20:59
Vann Edvard,Brew've Been Served,19.39,1/17/2014 7:59
Vann Edvard,Guy's Gyros,35.1,1/17/2014 19:53
Vann Edvard,Hippokampos,14.57,1/17/2014 13:27
Vann Isia,Brew've Been Served,10.52,1/17/2014 7:57
Vasco-Pais Willem,Hippokampos,38.19,1/17/2014 21:29
Alcazar Lucas,Abila Zacharo,16.59,1/18/2014 13:32
Azada Lars,Hippokampos,72.5,1/18/2014 20:11
Balas Felix,Frank's Fuel,52.66,1/18/2014 18:39
Barranco Ingrid,Katerina’s Café,96.36,1/18/2014 14:03
Baza Isak,Ouzeri Elian,57.63,1/18/2014 19:21
Bergen Linnea,Abila Zacharo,18.45,1/18/2014 13:25
Bergen Linnea,Roberts and Sons,62.47,1/18/2014 15:41
Bodrogi Loreto,Katerina’s Café,9.72,1/18/2014 20:13
Calixto Nils,Katerina’s Café,8.14,1/18/2014 19:30
Calzas Axel,Frydos Autosupply n' More,103.55,1/18/2014 15:51
Campo-Corrente Ada,Hippokampos,63.21,1/18/2014 19:42
Cazar Gustav,Kalami Kafenion,24.14,1/18/2014 13:58
Dedos Lidelse,Guy's Gyros,27.4,1/18/2014 13:28
Dedos Lidelse,Katerina’s Café,22.74,1/18/2014 19:31
Ferro Inga,Katerina’s Café,37.21,1/18/2014 20:15
Flecha Sven,Ahaggo Museum,120.2,1/18/2014 14:55
Frente Birgitta,Guy's Gyros,47.89,1/18/2014 14:05
Frente Birgitta,Roberts and Sons,266.69,1/18/2014 19:20
Frente Vira,Albert's Fine Clothing,35.66,1/18/2014 15:20
Frente Vira,Hippokampos,27.21,1/18/2014 19:35
Frente Vira,Ouzeri Elian,33.57,1/18/2014 13:18
Lagos Varja,Guy's Gyros,39.68,1/18/2014 19:08
Lagos Varja,Katerina’s Café,19.3,1/18/2014 13:34
Mies Minke,Katerina’s Café,33.41,1/18/2014 19:32
Onda Marin,Katerina’s Café,33.63,1/18/2014 19:54
Ovan Bertrand,General Grocer,177.6,1/18/2014 15:31
Ovan Bertrand,Katerina’s Café,76.1,1/18/2014 19:53
Resumir Felix,General Grocer,108.49,1/18/2014 20:07
Resumir Felix,Kalami Kafenion,53.36,1/18/2014 14:17
Sanjorge Jr. Sten,Chostus Hotel,600.0,1/18/2014 12:03
Strum Orhan,Abila Zacharo,111.93,1/18/2014 13:04
Strum Orhan,Albert's Fine Clothing,226.49,1/18/2014 18:59
Strum Orhan,Shoppers' Delight,258.33,1/18/2014 15:40
Vann Edvard,Abila Zacharo,21.29,1/18/2014 19:36
Vann Isia,Katerina’s Café,19.31,1/18/2014 20:09
Vasco-Pais Willem,Frydos Autosupply n' More,120.67,1/18/2014 15:53
Vasco-Pais Willem,Hippokampos,53.21,1/18/2014 19:36
Vasco-Pais Willem,Kalami Kafenion,38.91,1/18/2014 13:28
Azada Lars,Hippokampos,78.96,1/19/2014 20:16
Balas Felix,Hippokampos,101.25,1/19/2014 19:43
Barranco Ingrid,Desafio Golf Course,145.72,1/19/2014 12:57
Baza Isak,Ouzeri Elian,67.98,1/19/2014 19:48
Bodrogi Loreto,Guy's Gyros,20.94,1/19/2014 20:25
Borrasca Isande,Albert's Fine Clothing,254.29,1/19/2014 20:02
Calixto Nils,Katerina’s Café,34.03,1/19/2014 19:53
Campo-Corrente Ada,Desafio Golf Course,190.91,1/19/2014 13:51
Campo-Corrente Ada,Hippokampos,48.23,1/19/2014 19:43
Cocinaro Hideki,Guy's Gyros,36.87,1/19/2014 20:14
Dedos Lidelse,Katerina’s Café,33.79,1/19/2014 20:05
Flecha Sven,Guy's Gyros,65.21,1/19/2014 19:45
Flecha Sven,Ouzeri Elian,45.32,1/19/2014 14:08
Frente Birgitta,Katerina’s Café,38.9,1/19/2014 20:22
Frente Vira,Gelatogalore,22.36,1/19/2014 13:09
Frente Vira,General Grocer,70.22,1/19/2014 15:03
Frente Vira,Hippokampos,46.32,1/19/2014 19:44
Lagos Varja,Frydos Autosupply n' More,56.09,1/19/2014 15:26
Lagos Varja,Guy's Gyros,58.35,1/19/2014 19:45
Lagos Varja,Ouzeri Elian,23.65,1/19/2014 13:27
Mies Minke,Guy's Gyros,31.94,1/19/2014 20:30
Mies Minke,Katerina’s Café,26.76,1/19/2014 13:53
Nubarron Adra,Albert's Fine Clothing,274.66,1/19/2014 15:39
Nubarron Adra,Shoppers' Delight,30.39,1/19/2014 19:56
Orilla Elsa,Ahaggo Museum,26.91,1/19/2014 13:26
Osvaldo Hennie,Frydos Autosupply n' More,98.04,1/19/2014 19:45
Resumir Felix,Abila Zacharo,47.8,1/19/2014 14:20
Resumir Felix,Guy's Gyros,39.6,1/19/2014 20:51
Sanjorge Jr. Sten,Desafio Golf Course,148.22,1/19/2014 15:46
Sanjorge Jr. Sten,Guy's Gyros,25.79,1/19/2014 19:45
Strum Orhan,Desafio Golf Course,150.07,1/19/2014 12:41
Tempestad Brand,Guy's Gyros,37.48,1/19/2014 20:16
Vann Edvard,Frydos Autosupply n' More,209.76,1/19/2014 15:53
Vann Edvard,Katerina’s Café,70.22,1/19/2014 13:23
Vann Isia,Guy's Gyros,18.08,1/19/2014 20:00
Vann Isia,Katerina’s Café,35.01,1/19/2014 13:00
Vasco-Pais Willem,Desafio Golf Course,110.02,1/19/2014 15:15
Vasco-Pais Willem,Hippokampos,63.17,1/19/2014 19:56
Awelon Varro,Coffee Shack,11.51,1/6/2014 12:00
Pantanal Rachel,Hallowed Grounds,12.93,1/6/2014 7:54
Forluniau Carla,Abila Zacharo,26.93,1/6/2014 13:18
Lagos Linda,Katerina’s Café,38.65,1/6/2014 18:56
Mies Haber Ruscella,Frydos Autosupply n' More,89.3,1/6/2014 20:47
Pantanal Rachel,Hallowed Grounds,8.42,1/7/2014 8:01
Forluniau Carla,Coffee Cameleon,12.44,1/7/2014 8:01
Lais Cornelia,Ouzeri Elian,17.71,1/7/2014 13:42
Coginian Dante,Katerina’s Café,25.02,1/7/2014 20:13
Lais Cornelia,Brew've Been Served,14.88,1/8/2014 7:57
Lais Cornelia,Ouzeri Elian,24.92,1/8/2014 13:47
Awelon Varro,Hippokampos,16.75,1/8/2014 20:28
Arpa Emile,Hallowed Grounds,15.24,1/9/2014 7:46
Coginian Dante,Brew've Been Served,18.25,1/9/2014 7:56
Lais Cornelia,Hippokampos,19.22,1/9/2014 13:41
Ribera Anda,Katerina’s Café,30.97,1/9/2014 20:09
Mies Haber Ruscella,Katerina’s Café,13.78,1/9/2014 20:27
Bramar Mat,Brew've Been Served,4.88,1/10/2014 7:47
Lais Cornelia,Brew've Been Served,5.91,1/10/2014 7:55
Ribera Anda,Hippokampos,22.23,1/11/2014 13:37
Pantanal Rachel,Hallowed Grounds,15.96,1/13/2014 8:06
Pantanal Rachel,Gelatogalore,37.17,1/13/2014 14:01
Arpa Emile,Guy's Gyros,36.87,1/13/2014 14:33
Mies Haber Ruscella,Katerina’s Café,33.57,1/13/2014 20:44
Arpa Emile,Gelatogalore,22.03,1/14/2014 14:03
Coginian Dante,Katerina’s Café,26.61,1/14/2014 20:42
Pantanal Rachel,Ouzeri Elian,20.95,1/14/2014 20:46
Ribera Anda,Katerina’s Café,28.05,1/14/2014 13:43
Ribera Anda,Hallowed Grounds,18.69,1/15/2014 7:51
Forluniau Carla,Coffee Cameleon,16.31,1/15/2014 8:05
Forluniau Carla,Katerina’s Café,28.56,1/15/2014 20:29
Pantanal Rachel,Gelatogalore,22.36,1/15/2014 13:59
Bramar Mat,Abila Zacharo,26.82,1/15/2014 14:04
Lais Cornelia,Guy's Gyros,24.91,1/15/2014 20:06
Coginian Dante,Katerina’s Café,21.61,1/15/2014 20:26
Lais Cornelia,Brew've Been Served,5.05,1/16/2014 7:33
Bramar Mat,Brew've Been Served,3.84,1/16/2014 7:54
Forluniau Carla,Coffee Cameleon,3.14,1/16/2014 8:03
Pantanal Rachel,Ouzeri Elian,31.21,1/16/2014 20:25
Lagos Linda,Katerina’s Café,13.68,1/16/2014 18:49
Mies Haber Ruscella,Katerina’s Café,29.3,1/16/2014 20:05
Lais Cornelia,Abila Zacharo,11.95,1/17/2014 14:06
Bramar Mat,Katerina’s Café,30.72,1/17/2014 14:15
Arpa Emile,Katerina’s Café,14.93,1/17/2014 19:57
Pantanal Rachel,Gelatogalore,24.38,1/18/2014 13:58
Bergen Linnea,Coffee Cameleon,8.73,1/6/2014 7:42
Cocinaro Hideki,Abila Zacharo,18.11,1/6/2014 14:05
Cocinaro Hideki,Guy's Gyros,15.29,1/6/2014 20:28
Cocinaro Hideki,Hallowed Grounds,12.22,1/6/2014 7:34
Frente Vira,Hippokampos,25.5,1/6/2014 20:29
Fusil Stenig,Guy's Gyros,37.82,1/6/2014 20:15
Lagos Varja,Kalami Kafenion,30.1,1/6/2014 13:19
Onda Marin,Frydos Autosupply n' More,274.98,1/6/2014 21:32
Orilla Elsa,Frydos Autosupply n' More,253.87,1/6/2014 19:50
Osvaldo Hennie,Brew've Been Served,12.83,1/6/2014 7:52
Strum Orhan,Jack's Magical Beans,7.84,1/6/2014 12:00
Vann Isia,Abila Zacharo,12.05,1/6/2014 13:35
Vasco-Pais Willem,Guy's Gyros,19.67,1/6/2014 13:46
Alcazar Lucas,Hallowed Grounds,4.44,1/7/2014 7:46
Azada Lars,Bean There Done That,11.25,1/7/2014 12:00
Barranco Ingrid,Abila Zacharo,12.72,1/7/2014 13:33
Barranco Ingrid,Hippokampos,15.85,1/7/2014 21:21
Baza Isak,Abila Zacharo,22.25,1/7/2014 13:25
Baza Isak,Jack's Magical Beans,3.68,1/7/2014 12:00
Bergen Linnea,Coffee Cameleon,7.66,1/7/2014 7:49
Bodrogi Loreto,Brewed Awakenings,4.84,1/7/2014 12:00
Bodrogi Loreto,Guy's Gyros,22.33,1/7/2014 20:14
Bodrogi Loreto,Hippokampos,31.69,1/7/2014 13:53
Borrasca Isande,Brewed Awakenings,11.59,1/7/2014 12:00
Calixto Nils,Katerina’s Café,14.75,1/7/2014 20:13
Calzas Axel,Bean There Done That,13.89,1/7/2014 12:00
Cazar Gustav,Hippokampos,10.19,1/7/2014 20:34
Dedos Lidelse,Gelatogalore,31.77,1/7/2014 13:52
Ferro Inga,Abila Zacharo,25.9,1/7/2014 13:55
Flecha Sven,Guy's Gyros,22.25,1/7/2014 20:10
Frente Vira,Albert's Fine Clothing,228.36,1/7/2014 20:04
Frente Vira,Bean There Done That,6.25,1/7/2014 12:00
Frente Vira,Ouzeri Elian,24.84,1/7/2014 13:34
Lagos Varja,Brew've Been Served,9.06,1/7/2014 7:55
Lagos Varja,Katerina’s Café,31.41,1/7/2014 13:41
Morlun Valeria,Carlyle Chemical Inc.,3827.2,1/7/2014 14:34
Morlun Valeria,Katerina’s Café,19.07,1/7/2014 13:08
Morluniau Cecilia,Stewart and Sons Fabrication,1783.33,1/7/2014 11:31
Orilla Kare,Hippokampos,16.11,1/7/2014 14:00
Ovan Bertrand,Gelatogalore,8.97,1/7/2014 13:54
Resumir Felix,Brew've Been Served,7.74,1/7/2014 8:18
Resumir Felix,Frydos Autosupply n' More,272.73,1/7/2014 20:20
Resumir Felix,Ouzeri Elian,19.51,1/7/2014 14:09
Tempestad Brand,Brew've Been Served,18.53,1/7/2014 7:56
Vann Isia,Guy's Gyros,9.76,1/7/2014 20:19
Vasco-Pais Willem,Jack's Magical Beans,9.84,1/7/2014 12:00
Alcazar Lucas,Ouzeri Elian,10.81,1/8/2014 21:16
Bodrogi Loreto,Brew've Been Served,12.92,1/8/2014 7:48
Bodrogi Loreto,Guy's Gyros,17.9,1/8/2014 13:40
Calixto Nils,Hallowed Grounds,19.92,1/8/2014 7:55
Cazar Gustav,Bean There Done That,14.96,1/8/2014 12:00
Ferro Inga,Gelatogalore,36.72,1/8/2014 13:48
Frente Vira,Katerina’s Café,37.04,1/8/2014 13:42
Lagos Varja,Brew've Been Served,11.87,1/8/2014 7:55
Lagos Varja,Gelatogalore,39.75,1/8/2014 13:39
Lagos Varja,Guy's Gyros,19.08,1/8/2014 20:15
Osvaldo Hennie,Brew've Been Served,13.68,1/8/2014 7:50
Ovan Bertrand,Katerina’s Café,32.83,1/8/2014 20:42
Strum Orhan,Ouzeri Elian,29.73,1/8/2014 13:21
Vann Edvard,Brew've Been Served,12.3,1/8/2014 8:00
Vasco-Pais Willem,Hippokampos,18.99,1/8/2014 21:32
Vasco-Pais Willem,Jack's Magical Beans,11.25,1/8/2014 12:00
Alcazar Lucas,Abila Zacharo,29.41,1/9/2014 13:41
Alcazar Lucas,Hallowed Grounds,14.45,1/9/2014 7:50
Azada Lars,Guy's Gyros,14.91,1/9/2014 13:43
Borrasca Isande,Gelatogalore,16.74,1/9/2014 13:23
Cazar Gustav,Frydos Autosupply n' More,60.65,1/9/2014 20:21
Cocinaro Hideki,Hallowed Grounds,16.77,1/9/2014 7:42
Frente Vira,Kalami Kafenion,30.76,1/9/2014 13:27
Hawelon Benito,Nationwide Refinery,1420.39,1/9/2014 12:49
Lagos Varja,Brew've Been Served,12.12,1/9/2014 8:01
Mies Henk,Abila Airport,182.93,1/9/2014 15:50
Mies Minke,Hippokampos,25.7,1/9/2014 13:56
Osvaldo Hennie,Hallowed Grounds,10.25,1/9/2014 7:57
Tempestad Brand,Brew've Been Served,10.71,1/9/2014 7:36
Vann Isia,Brew've Been Served,14.85,1/9/2014 7:48
Vann Isia,Guy's Gyros,25.4,1/9/2014 19:41
Vasco-Pais Willem,Jack's Magical Beans,17.43,1/9/2014 12:00
Azada Lars,Hippokampos,28.22,1/10/2014 19:46
Barranco Ingrid,Hippokampos,10.48,1/10/2014 20:09
Baza Isak,Abila Zacharo,33.33,1/10/2014 13:29
Campo-Corrente Ada,Hippokampos,30.63,1/10/2014 20:50
Cocinaro Hideki,Katerina’s Café,37.62,1/10/2014 14:08
Flecha Sven,Brew've Been Served,3.44,1/10/2014 7:54
Flecha Sven,Frydos Autosupply n' More,217.08,1/10/2014 20:15
Hawelon Claudio,Nationwide Refinery,2262.73,1/10/2014 10:40
Tempestad Brand,Chostus Hotel,113.25,1/10/2014 13:08
Vann Edvard,Brew've Been Served,17.25,1/10/2014 7:56
Vann Edvard,Hippokampos,39.26,1/10/2014 13:20
Vann Isia,Brew've Been Served,10.72,1/10/2014 7:56
Vasco-Pais Willem,Hippokampos,39.97,1/10/2014 22:21
Barranco Ingrid,Hippokampos,20.87,1/11/2014 19:26
Dedos Lidelse,Katerina’s Café,17.6,1/11/2014 20:46
Fusil Stenig,Guy's Gyros,55.69,1/11/2014 19:34
Mies Minke,Hippokampos,23.38,1/11/2014 13:36
Ovan Bertrand,Frydos Autosupply n' More,54.98,1/11/2014 20:15
Tempestad Brand,Ahaggo Museum,32.14,1/11/2014 17:16
Alcazar Lucas,Hippokampos,31.99,1/12/2014 14:06
Barranco Ingrid,Desafio Golf Course,160.77,1/12/2014 14:13
Borrasca Isande,Hippokampos,29.41,1/12/2014 20:15
Borrasca Isande,Kalami Kafenion,26.04,1/12/2014 13:52
Dedos Lidelse,Katerina’s Café,27.09,1/12/2014 20:48
Ovan Bertrand,Katerina’s Café,34.1,1/12/2014 20:11
Balas Felix,Bean There Done That,18.02,1/13/2014 12:00
Bodrogi Loreto,Abila Zacharo,36.32,1/13/2014 13:48
Borrasca Isande,Brewed Awakenings,16.4,1/13/2014 12:00
Calixto Nils,Katerina’s Café,37.88,1/13/2014 20:51
Calixto Nils,Katerina’s Café,15.82,1/13/2014 20:51
Campo-Corrente Ada,Gelatogalore,26.45,1/13/2014 13:19
Cocinaro Hideki,Guy's Gyros,33.48,1/13/2014 20:59
Flecha Sven,Hippokampos,31.97,1/13/2014 13:50
Fusil Stenig,Abila Zacharo,39.95,1/13/2014 13:20
Fusil Stenig,Brew've Been Served,4.18,1/13/2014 7:43
Hafon Albina,Kronos Pipe and Irrigation,2852.74,1/13/2014 8:58
Herrero Kanon,Guy's Gyros,28.57,1/13/2014 20:42
Lagos Varja,Brew've Been Served,18.23,1/13/2014 7:57
Onda Marin,Katerina’s Café,11.36,1/13/2014 20:33
Ovan Bertrand,Katerina’s Café,29.83,1/13/2014 19:50
Strum Orhan,Hippokampos,39.63,1/13/2014 21:27
Vann Edvard,Ouzeri Elian,35.03,1/13/2014 13:37
Vann Isia,Hippokampos,39.9,1/13/2014 13:34
Calixto Nils,Hippokampos,18.81,1/14/2014 13:42
Calixto Nils,Katerina’s Café,31.8,1/14/2014 20:09
Calzas Axel,Gelatogalore,10.98,1/14/2014 13:49
Campo-Corrente Ada,Hippokampos,23.56,1/14/2014 20:48
Cazar Gustav,Bean There Done That,7.82,1/14/2014 12:00
Cocinaro Hideki,Guy's Gyros,34.26,1/14/2014 19:59
Cocinaro Hideki,Ouzeri Elian,22.3,1/14/2014 13:51
Frente Birgitta,Hallowed Grounds,10.21,1/14/2014 7:54
Hawelon Benito,Nationwide Refinery,1301.01,1/14/2014 13:00
Hawelon Benito,Stewart and Sons Fabrication,540.19,1/14/2014 11:01
Lagos Varja,Ouzeri Elian,27.32,1/14/2014 13:40
Mies Henk,Abila Airport,4898.39,1/14/2014 15:32
Morlun Valeria,Carlyle Chemical Inc.,794.88,1/14/2014 16:16
Orilla Elsa,Jack's Magical Beans,3.36,1/14/2014 12:00
Osvaldo Hennie,Roberts and Sons,203.81,1/14/2014 21:14
Ovan Bertrand,Katerina’s Café,15.46,1/14/2014 20:17
Scozzese Dylan,Abila Airport,3339.21,1/14/2014 13:06
Strum Orhan,Jack's Magical Beans,15.7,1/14/2014 12:00
Balas Felix,Abila Zacharo,8.83,1/15/2014 13:45
Bodrogi Loreto,Guy's Gyros,21.43,1/15/2014 20:59
Borrasca Isande,Brewed Awakenings,11.62,1/15/2014 12:00
Borrasca Isande,Hippokampos,22.61,1/15/2014 13:41
Calzas Axel,Bean There Done That,13.13,1/15/2014 12:00
Campo-Corrente Ada,Shoppers' Delight,102.0,1/15/2014 20:10
Ferro Inga,General Grocer,106.2,1/15/2014 19:56
Frente Vira,Hippokampos,21.14,1/15/2014 21:08
Frente Vira,Kalami Kafenion,27.86,1/15/2014 13:45
Lagos Varja,Guy's Gyros,18.04,1/15/2014 19:53
Mies Minke,Brew've Been Served,9.7,1/15/2014 8:01
Mies Minke,Hippokampos,38.23,1/15/2014 14:02
Morlun Adan,Stewart and Sons Fabrication,4485.38,1/15/2014 11:18
